DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
200616196,2020-10-01,2020-09-30,2000,6,Hollywood,639,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1601 1607,40,M,J,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,1700 N  SERRANO                      AV,Unknown,34.1017,-118.3072,2020,20,Moderate
230606726,2023-03-05,2023-03-04,1430,6,Hollywood,635,1,310,BURGLARY,1822 0344 1609 0329,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,0.0,0.0,0.0,1900 N  CAHUENGA                     BL,Unknown,34.1079,-118.3337,2023,14,Moderate
231421072,2023-11-19,2023-11-19,1805,14,Pacific,1407,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",Unknown,28,F,O,710.0,OTHER PREMISE,0.0,Unknown,IC,Invest Cont,956.0,0.0,0.0,0.0,3600    DUNN                         DR,Unknown,34.0273,-118.4029,2023,18,Low
240211974,2024-07-16,2024-07-16,1030,2,Rampart,266,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 1608 0385,39,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,800 S  BURLINGTON                   AV,Unknown,34.0534,-118.2745,2024,10,Low
220604477,2022-01-12,2022-01-11,2030,6,Hollywood,645,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,46,M,C,717.0,HEALTH SPA/GYM,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,7000    HOLLYWOOD                    BL,Unknown,34.1015,-118.3417,2022,20,Low
221712424,2022-08-17,2022-05-05,800,17,Devonshire,1762,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 2021 0421 1912 0913 0602 0555,65,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,0.0,0.0,0.0,9600    LARAMIE                      AV,Unknown,34.2448,-118.5734,2022,8,Low
240404106,2024-01-04,2023-12-24,1530,4,Hollenbeck,459,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,34,F,W,119.0,"PORCH, RESIDENTIAL",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,3000    BLANCHARD                    ST,Unknown,34.0482,-118.1975,2023,15,Low
201807716,2020-03-05,2020-03-03,1500,18,Southeast,1801,1,210,ROBBERY,1822 0423 1310 1302 1402 0342 0344 0370 0444 1305,51,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,0.0,0.0,HOOVER,MANCHESTER,33.9601,-118.2869,2020,15,Moderate
200605817,2020-02-08,2020-02-07,800,6,Hollywood,677,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,MONROE,MADISON,34.0865,-118.3169,2020,8,Low
210216670,2021-10-26,2021-10-26,1400,2,Rampart,218,1,520,VEHICLE - ATTEMPT STOLEN,1607 0344 0329 1210,26,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,520.0,0.0,0.0,0.0,ECHO PARK,BELLEVUE,34.0703,-118.2597,2021,14,Low
221913021,2022-08-09,2022-08-09,1200,19,Mission,1994,1,761,BRANDISH WEAPON,0421 0913 1802 0334,43,M,H,702.0,OFFICE BUILDING/OFFICE,208.0,RAZOR,IC,Invest Cont,761.0,0.0,0.0,0.0,14500    TITUS                        ST,Unknown,34.2197,-118.4493,2022,12,Low
202111359,2020-07-08,2020-07-08,1240,21,Topanga,2156,2,624,BATTERY - SIMPLE ASSAULT,0356,30,F,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,CANOGA                       AV,ERWIN                        ST,34.1828,-118.5975,2020,12,Moderate
242005834,2024-02-04,2024-01-18,2300,20,Olympic,2045,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0906 0371,37,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,800    FEDORA                       ST,Unknown,34.0571,-118.2976,2024,23,Low
201306416,2020-02-12,2020-02-12,2100,13,Newton,1313,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0445 0416,43,M,H,108.0,PARKING LOT,312.0,PIPE/METAL PIPE,AA,Adult Arrest,230.0,0.0,0.0,0.0,900 E  PICO                         BL,Unknown,34.0313,-118.2505,2020,21,Moderate
241811029,2024-06-30,2024-06-30,835,18,Southeast,1849,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,1900 E  113TH                        ST,Unknown,33.9325,-118.2377,2024,8,Low
240905423,2024-02-09,2024-02-08,1200,9,Van Nuys,952,1,480,BIKE - STOLEN,0344 1822,21,M,H,140.0,BALCONY*,0.0,Unknown,IC,Invest Cont,480.0,0.0,0.0,0.0,14600    BURBANK                      BL,Unknown,34.1721,-118.4509,2024,12,Low
230319702,2023-11-11,2023-11-11,852,3,Southwest,325,2,624,BATTERY - SIMPLE ASSAULT,1822 0305 0416 0446 2004,35,F,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,2600 S  VERMONT                      AV,Unknown,34.0328,-118.2916,2023,8,Moderate
232108034,2023-04-18,2023-04-16,1945,21,Topanga,2103,1,330,BURGLARY FROM VEHICLE,0344,64,F,O,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,22400    NAPA                         ST,Unknown,34.2244,-118.6148,2023,19,Moderate
201407509,2020-03-01,2020-03-01,2315,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,34,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,400    WORLD WAY,Unknown,33.9431,-118.4081,2020,23,Moderate
221817769,2022-09-21,2022-09-21,630,18,Southeast,1863,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1300 0202,38,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,300 E  IMPERIAL                     HY,Unknown,33.9271,-118.2659,2022,6,Low
231716748,2023-10-13,2023-09-01,800,17,Devonshire,1749,2,661,UNAUTHORIZED COMPUTER ACCESS,1914 1813 0913,38,F,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,661.0,0.0,0.0,0.0,10300    DEMPSEY                      AV,Unknown,34.2583,-118.4773,2023,8,Low
220305004,2022-01-24,2022-01-24,1620,3,Southwest,338,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 1822 0334 0416 0446 0411 2051 2049 0910 2047,28,M,H,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,230.0,0.0,0.0,0.0,JEFFERSON                    BL,VERMONT                      AV,34.0255,-118.2915,2022,16,Moderate
210616302,2021-09-22,2021-09-22,2050,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1822,54,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,SUNSET,ARGYLE,34.098,-118.3251,2021,20,Moderate
230607807,2023-03-30,2023-03-30,1800,6,Hollywood,669,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0352 1300 1822 0344,33,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,5400    FOUNTAIN                     AV,Unknown,34.095,-118.307,2023,18,Low
221609697,2022-06-21,2022-06-17,1900,16,Foothill,1653,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,MINEOLA                      ST,MONTAGUE                     ST,34.248,-118.409,2022,19,Low
220808114,2022-04-11,2022-03-25,400,8,West LA,832,2,624,BATTERY - SIMPLE ASSAULT,1309 0408 0913,42,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,11800    KIOWA                        AV,Unknown,34.0498,-118.4641,2022,4,Moderate
212007891,2021-04-10,2021-04-09,2000,20,Olympic,2088,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,17TH                         ST,WESTMORELAND,34.0427,-118.2896,2021,20,Low
200618262,2020-11-20,2020-11-19,2200,6,Hollywood,645,1,310,BURGLARY,1822 0444 1307,35,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,0.0,0.0,0.0,1700 N  LA BREA                      AV,Unknown,34.1016,-118.3452,2020,22,Moderate
200120096,2020-10-28,2020-10-27,1715,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,1822 0910 0416,56,M,H,834.0,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,800 N  ALAMEDA                      ST,Unknown,34.0561,-118.2375,2020,17,Moderate
221223547,2022-11-15,2022-11-15,300,12,77th Street,1249,1,310,BURGLARY,0344 0346 1402 0216 2004 0358,46,M,H,150.0,TOOL SHED*,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310.0,0.0,0.0,0.0,700 W  66TH                         ST,Unknown,33.9795,-118.286,2022,3,Moderate
220604843,2022-01-21,2022-01-20,2230,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0432 1501 0216 1100 0430,27,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,0.0,0.0,0.0,FOUNTAIN,HIGHLAND,34.0944,-118.3386,2022,22,Moderate
220614790,2022-08-16,2022-08-16,1,6,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,1822 1402 0400 0416 1300,35,M,H,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,0.0,0.0,1700    WHITLEY                      AV,Unknown,34.1016,-118.3333,2022,0,Moderate
230217108,2023-09-10,2023-09-09,1900,2,Rampart,239,1,330,BURGLARY FROM VEHICLE,0344 0329 1210,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,300 N  BEAUDRY                      AV,Unknown,34.0622,-118.2523,2023,19,Moderate
222016862,2022-10-01,2022-10-01,1952,20,Olympic,2019,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1221 1822,24,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,3300 W  2ND                          ST,Unknown,34.0704,-118.2868,2022,19,Low
201708948,2020-05-09,2020-05-09,1630,17,Devonshire,1752,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 1817 1270 1402 1414 0906,29,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,0.0,0.0,0.0,9900    DE SOTO                      AV,Unknown,34.25,-118.5886,2020,16,Moderate
212107137,2021-03-29,2021-03-28,2300,21,Topanga,2177,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000,46,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,AO,Adult Other,956.0,0.0,0.0,0.0,21600    CALIFA                       ST,Unknown,34.1773,-118.5988,2021,23,Low
211609925,2021-07-27,2021-07-26,2300,16,Foothill,1663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 1419 0302 1402 0312 0334,36,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,230.0,998.0,0.0,0.0,9000    LAUREL CANYON                BL,Unknown,34.2329,-118.4047,2021,23,Moderate
201810003,2020-04-23,2020-04-23,100,18,Southeast,1881,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1307 0329 0344,52,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,16200 S  FIGUEROA                     ST,Unknown,33.8887,-118.287,2020,1,Low
231600737,2023-08-06,2023-08-05,2335,16,Foothill,1663,1,761,BRANDISH WEAPON,0334 1822 1402,41,F,H,401.0,MINI-MART,500.0,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,761.0,998.0,0.0,0.0,12400    SHELDON                      ST,Unknown,34.2326,-118.4029,2023,23,Low
220112588,2022-05-17,2022-05-14,200,1,Central,139,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,36,F,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,100 S  SANTA FE                     AV,Unknown,34.0482,-118.2326,2022,2,Moderate
230706855,2023-03-07,2023-02-18,1900,7,Wilshire,776,2,354,THEFT OF IDENTITY,1822 0377,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,4500    PICKFORD                     ST,Unknown,34.0401,-118.3382,2023,19,Low
222115332,2022-10-12,2022-10-02,830,21,Topanga,2137,2,354,THEFT OF IDENTITY,0929,41,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,7400    INDEPENDENCE                 AV,Unknown,34.2047,-118.5906,2022,8,Low
202105843,2020-02-10,2020-02-01,1200,21,Topanga,2105,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,21800    SCHOENBORN                   ST,Unknown,34.2209,-118.6032,2020,12,Low
231712955,2023-07-19,2023-07-19,1430,17,Devonshire,1712,1,510,VEHICLE - STOLEN,Unknown,0,X,X,301.0,GAS STATION,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,11200    TAMPA                        AV,Unknown,34.2741,-118.5565,2023,14,Low
231204941,2023-01-18,2023-01-18,700,12,77th Street,1255,1,510,VEHICLE - STOLEN,Unknown,0,X,X,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,7800    BRIGHTON                     AV,Unknown,33.9691,-118.3014,2023,7,Low
201111855,2020-07-26,2020-07-25,2100,11,Northeast,1189,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,3200 N  FIGUEROA                     ST,Unknown,34.0854,-118.2204,2020,21,Low
230617842,2023-11-14,2023-11-13,1730,6,Hollywood,666,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 0344,50,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,1200    WILCOX                       AV,Unknown,34.0925,-118.331,2023,17,Low
241009414,2024-06-14,2024-06-13,1730,10,West Valley,1001,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,19500    KESWICK                      ST,Unknown,34.2106,-118.5579,2024,17,Low
240913649,2024-12-14,2024-12-12,1340,9,Van Nuys,952,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1501,40,M,O,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,14800    WEDDINGTON                   ST,Unknown,34.1667,-118.4553,2024,13,Low
210614916,2021-08-25,2021-08-25,1420,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0400 1300 1310,21,F,W,108.0,PARKING LOT,514.0,TIRE IRON,AA,Adult Arrest,740.0,0.0,0.0,0.0,1300 N  WILCOX                       AV,Unknown,34.0943,-118.331,2021,14,Low
202111420,2020-07-09,2020-07-08,1400,21,Topanga,2158,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,W,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,6100    DE SOTO                      AV,Unknown,34.1818,-118.5904,2020,14,Low
210112877,2021-07-03,2021-07-03,330,1,Central,182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1813,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,0.0,0.0,0.0,1200 S  HOPE                         ST,Unknown,34.0406,-118.2646,2021,3,Moderate
231320948,2023-11-21,2023-11-21,1600,13,Newton,1343,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0446 1813 2000 0416,23,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,41ST                         ST,CENTRAL                      AV,34.0092,-118.2565,2023,16,Moderate
201707574,2020-03-20,2020-03-19,2000,17,Devonshire,1791,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1816 1218 2004 1206 0429 0421 0416 1822 0906,44,F,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,0.0,0.0,0.0,8300    WINNETKA                     AV,Unknown,34.2244,-118.5804,2020,20,Moderate
200614145,2020-08-17,2020-08-17,2300,6,Hollywood,639,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745.0,0.0,0.0,0.0,1800 N  WESTERN                      AV,Unknown,34.1036,-118.3093,2020,23,Low
240911359,2024-09-06,2024-09-05,1715,9,Van Nuys,971,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,33,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,15100    CAMARILLO                    ST,Unknown,34.1576,-118.4618,2024,17,Low
201712817,2020-09-02,2020-09-01,1430,17,Devonshire,1781,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0701 1251 1900,20,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AA,Adult Arrest,440.0,0.0,0.0,0.0,20900    GRESHAM                      ST,Unknown,34.2306,-118.5895,2020,14,Low
210105472,2021-02-04,2021-02-02,800,1,Central,124,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501,0,X,X,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,200 N  MAIN                         ST,Unknown,34.0532,-118.2425,2021,8,Low
231907678,2023-04-05,2023-04-03,1335,19,Mission,1985,2,354,THEFT OF IDENTITY,0377,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,8400    TOBIAS                       AV,Unknown,34.2235,-118.4517,2023,13,Low
220513884,2022-09-19,2022-09-17,1630,5,Harbor,529,1,310,BURGLARY,0344 1612 0321,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,0.0,0.0,0.0,100 E  ANAHEIM                      ST,Unknown,33.78,-118.2624,2022,16,Moderate
211716109,2021-12-13,2021-12-13,1730,17,Devonshire,1745,2,624,BATTERY - SIMPLE ASSAULT,1822 2004 0416,34,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,18000    CHATSWORTH                   ST,Unknown,34.2645,-118.5272,2021,17,Moderate
211307235,2021-03-13,2021-03-12,730,13,Newton,1364,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0913 0603,67,M,H,501.0,SINGLE FAMILY DWELLING,513.0,STUN GUN,IC,Invest Cont,230.0,0.0,0.0,0.0,1200 E  49TH                         ST,Unknown,33.9989,-118.2542,2021,7,Moderate
221209994,2022-04-14,2022-04-14,1200,12,77th Street,1211,2,662,"BUNCO, GRAND THEFT",0701 0800 1202,80,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,662.0,0.0,0.0,0.0,5400    9TH                          AV,Unknown,33.9932,-118.327,2022,12,Low
211705159,2021-01-31,2021-01-31,833,17,Devonshire,1712,1,310,BURGLARY,0344,28,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,11800    PRESTON TRAILS               AV,Unknown,34.2867,-118.558,2021,8,Moderate
231223078,2023-11-13,2023-11-13,900,12,77th Street,1253,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0602 0913 0554,17,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,7800 S  WESTERN                      AV,Unknown,33.9691,-118.309,2023,9,Moderate
231009261,2023-05-17,2023-05-17,2200,10,West Valley,1023,2,888,TRESPASSING,1822 2004,25,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,6700    VANALDEN                     AV,Unknown,34.1922,-118.5491,2023,22,Low
211321092,2021-12-31,2021-12-25,2115,13,Newton,1331,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,32ND                         ST,HILL                         ST,34.0211,-118.274,2021,21,Low
220912798,2022-08-19,2022-08-19,815,9,Van Nuys,939,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444,24,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,13000    VICTORY                      BL,Unknown,34.1867,-118.4158,2022,8,Moderate
230308336,2023-03-25,2023-03-25,2153,3,Southwest,358,2,888,TRESPASSING,1501 0216 1822,22,X,X,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,3700    MCCLINTOCK                   AV,Unknown,34.0197,-118.2905,2023,21,Low
210616690,2021-09-30,2021-09-30,1545,6,Hollywood,659,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,0.0,0.0,0.0,5300 W  SUNSET                       BL,Unknown,34.0981,-118.3056,2021,15,Low
202009000,2020-04-26,2020-04-26,1830,20,Olympic,2025,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2002 0416 0446 0401 0913 1206 2000,27,F,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,300 S  KENMORE                      AV,Unknown,34.0672,-118.2985,2020,18,Moderate
221314130,2022-07-08,2022-06-04,1620,13,Newton,1352,1,220,ATTEMPTED ROBBERY,1822 0400,0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,0.0,0.0,0.0,AVALON                       BL,VERNON                       AV,34.0039,-118.2653,2022,16,Moderate
231506915,2023-03-10,2023-03-08,1800,15,N Hollywood,1566,1,330,BURGLARY FROM VEHICLE,1609 1307 0344 1822,37,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,10900    BLOOMFIELD                   ST,Unknown,34.1493,-118.3682,2023,18,Moderate
212104225,2021-01-07,2021-01-07,2040,21,Topanga,2129,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0552 1259,16,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627.0,0.0,0.0,0.0,20000    SATICOY                      ST,Unknown,34.2143,-118.5666,2021,20,Moderate
211005781,2021-02-28,2021-02-28,1315,10,West Valley,1061,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1822 0429 2004,59,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,19600    VENTURA                      BL,Unknown,34.1728,-118.5603,2021,13,Moderate
221005609,2022-02-13,2022-02-12,2300,10,West Valley,1043,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,18600    HATTERAS                     ST,Unknown,34.1774,-118.5387,2022,23,Low
211410363,2021-04-24,2021-04-24,840,14,Pacific,1485,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,403.0,DRUG STORE,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,8600 S  SEPULVEDA                    BL,Unknown,33.9579,-118.402,2021,8,Low
240211732,2024-07-06,2024-07-06,1400,2,Rampart,235,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,AA,Adult Arrest,510.0,0.0,0.0,0.0,2100 W  TEMPLE                       ST,Unknown,34.0703,-118.268,2024,14,Low
211009512,2021-06-26,2021-06-25,450,10,West Valley,1047,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1420 0358 0352,22,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,17400    BURBANK                      BL,Unknown,34.1723,-118.5115,2021,4,Moderate
